,train,val,iou
0,0.8332396033021243,1.46974837860005,0.6398593474555561
1,0.6664823958710523,0.5801077063051646,0.8287636988796854
2,0.62213386000654,0.6168966673364575,0.8455716619657888
3,0.6004848485773595,0.6397251498779194,0.835754601446227
4,0.582689593870228,0.43411831127717193,0.8469640214937852
5,0.573613608721777,0.44072747130521994,0.8429787566404802
6,0.5650028457395055,0.48339833469198856,0.8441426010016938
7,0.5576576886341654,0.5110432313592642,0.8439359832272029
8,0.5541678564540297,0.4609019050262118,0.8456193501064546
9,0.5504534876438787,0.42047371880320095,0.8480225742393277
10,0.5475025950359841,0.47388987433190316,0.8499137262042925
11,0.5434431532278883,0.46968764366719545,0.8490236107595394
12,0.5415648061475861,0.5917542790806534,0.8466141520105408
13,0.5381017025102349,0.5622440672560827,0.8560042290592615
14,0.5371422682696992,0.4696680671416673,0.8518491328532456
15,0.5354231436523726,0.5017400991996662,0.846653862332261
16,0.5341922975276269,0.5237360450645421,0.848127787236351
17,0.5316624014553796,0.521563974802926,0.8527222581734261
18,0.5322037497399291,0.42098710500953984,0.8506869549276909
19,0.5302916505520475,0.5386650358270478,0.8402801827442626
20,0.5299054001180806,0.5646010483271323,0.846273457551265
21,0.5280524313159605,0.4009998824772419,0.8518852895998551
22,0.5217518655053519,0.3522959495550834,0.8631025874536017
23,0.5135878021017127,0.34299753936345145,0.8632877343007056
24,0.4773204855620861,0.34887857425132857,0.8635750512495085
25,0.47271355167031287,0.3479859704939311,0.8639577747211807
26,0.4697891519963741,0.3470314659128253,0.8645432362910124
27,0.45241219011392997,0.3128292668585809,0.8638179620331683
28,0.43900293936120705,0.3148633379664197,0.8627914497156824
29,0.433761457179455,0.3134604125414919,0.8642192170602462
30,0.4320434084069644,0.3399559775454886,0.8509532513257657
31,0.4271428269591737,0.3174099139119155,0.8595503945719253
32,0.42444488036294353,0.3350648061941134,0.8533040608892388
33,0.4251596564096762,0.3398957302506338,0.852389412302539
34,0.42218883974966426,0.3234784339098322,0.8606135760516587
35,0.42160357191418923,0.31793792785814146,0.8631143595941195
36,0.41805582155361243,0.33174463336499743,0.8568557939174852
37,0.4195972006265999,0.32025059617605783,0.8593600111603302
38,0.4148648529716417,0.31738146999538347,0.8637286753213134
39,0.41588846055117057,0.32159896524960563,0.8595990022936291
40,0.41475476366831054,0.31633604392909365,0.8635803811077957
41,0.41297670749696436,0.33790584478602315,0.8523756400187061
42,0.4113838981229363,0.3416219176662048,0.8487680489533812
43,0.4107200266093227,0.3071563075852874,0.8633762724474489
44,0.4085760247622821,0.3299013470243288,0.8536358363729747
45,0.40921600976734296,0.3451501789109019,0.8483433393649321
46,0.4064213516230279,0.3225658152927488,0.8575891427927701
47,0.40547770499549013,0.3238339126110077,0.8554758139705311
48,0.4068422154754612,0.33314008480750473,0.8551001675081727
49,0.4047917330518682,0.3172932367196819,0.8580037636795346
50,0.4053332122399452,0.33025230417315593,0.852032857140558
51,0.40168691500492976,0.32843328382344855,0.8550383346281561
52,0.40352245446638013,0.32770134598616785,0.8566627901901399
53,0.4007494848565007,0.31982010542946376,0.8611571892800318
54,0.39999907516629984,0.3263088543743095,0.855113362461125
55,0.39933652547022974,0.3181808836908148,0.8561797321858223
56,0.3979923299758147,0.3175481046806246,0.860333629484231
57,0.3986291377573994,0.32054877601213905,0.8544014196161801
58,0.39662324161605633,0.33221673445413574,0.8502364934906902
59,0.395937128956859,0.30074404190050674,0.866615066379863
60,0.6825524858378489,0.39060583530656445,0.861222012716194
61,0.5836551233169136,0.34420663438387367,0.8574421860733248
62,0.5559777007737291,0.33330009707668484,0.8602618298968028
63,0.5434044211282643,0.3259529053364824,0.8650146416045983
64,0.5459756200466681,0.31611835966574264,0.8612904185211383
65,0.5339317072968964,0.3288556804392962,0.8612530959118668
66,0.5297783810064334,0.3213337708839634,0.8608799266037579
67,0.5249885922178216,0.3249814836370865,0.8578485922294341
68,0.5333601080496376,0.3221428788348332,0.8632570858917498
69,0.5304509456004571,0.3160981402901195,0.8623109623367791
70,0.5266585705477164,0.32393396970809707,0.8599661379770026
71,0.5234037287738345,0.316959482011379,0.8638893117540463
72,0.5232263076196023,0.34400761127471924,0.8500688435150842
73,0.5220421795998145,0.3256409489268425,0.8610887625099246
74,0.5262084638853686,0.33487789082847186,0.8547213078933701
75,0.5214285503286834,0.33215330041094915,0.8621712740214788
76,0.5182023114020672,0.3520296964069341,0.8587469747366006
77,0.5303320378885357,0.32184095080666897,0.8606733264267498
78,0.5228127000528738,0.32002529961950826,0.8575343154329022
79,0.5247296447600793,0.32446034582669303,0.8640085727026707
80,0.5165949127542864,0.34462522980350774,0.8616187127231256
81,0.524552822386453,0.3347173716197878,0.8587924186250394
82,0.5206124372438553,0.3275634486403241,0.8577151597347901
83,0.5185041550649415,0.3410735746358065,0.8514766758800236
84,0.5181129271284156,0.32614257711692146,0.8588796902276545
85,0.5191763521881279,0.34694063983507606,0.8546037018632091
86,0.5115618765900988,0.3277709288085067,0.8561962840557319
87,0.51561929107806,0.34207044221810845,0.8590218077852103
88,0.5200525514029581,0.3209851352160409,0.8615692738380422
89,0.5151713867799952,0.32632846250230035,0.8576659844209451
90,0.5161442384807342,0.3325405790901824,0.8538000914094258
91,0.5154342782606772,0.3376539409560645,0.8579231032138167
92,0.5159579616621,0.3325463469396502,0.8590191728609757
93,0.5133644252195271,0.3388727633345047,0.8580706251845098
94,0.517199565511231,0.33528997434065644,0.8556057167601343
95,0.5188729670069633,0.3357087587750198,0.8563113528834623
96,0.51363377450803,0.3271862814490427,0.8589534281338733
97,0.5144708118307482,0.33666356177938067,0.8538444698603134
98,0.5137838024065036,0.33480110784505035,0.8535577911488587
99,0.5150822920536776,0.32372579838605536,0.8588309785680281
100,0.512542379832049,0.31174913778801094,0.8604976709168808
101,0.5199428252670744,0.3224351781126637,0.8579792537681391
102,0.5103102534189137,0.3358373257937847,0.8603101355715729
103,0.5138844284442586,0.3423090681133654,0.8555109825297632
104,0.5169526937357877,0.3257749556695055,0.8580285916593446
105,0.511268154196783,0.32482060680053376,0.8612026733752319
106,0.5124035343664501,0.3257457616945241,0.8574147738315143
107,0.5103008566646401,0.3613125251843625,0.8526551045582246
108,0.5108061435572598,0.32700277544908074,0.8578533247835557
